"","species","GO.ID","Term","Fisher","Significant","ontology","Protein","Protein_abbrv"
"1382","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","ATP-dependent chromatin remodeler CHD7 (EC 3.6.4.-) (Chromo domain-containing protein 7) (CHD-7)","Chd7"
"1383","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (H2A.y) (H2A/y)","Macroh2a1 H2afy"
"1384","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Serrate RNA effector molecule homolog (Arsenite-resistance protein 2)","SRRT ARS2"
"1385","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Serrate RNA effector molecule homolog (Arsenite-resistance protein 2)","SRRT ARS2"
"1386","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Histone H2A.V (H2A.F/Z)","H2A.F/Z"
"1387","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Histone H3",""
"1388","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Nuclear factor NF-kappa-B p105 subunit (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1) [Cleaved into: Nuclear factor NF-kappa-B p50 subunit]","NFKB1"
"1389","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Nuclear factor NF-kappa-B p105 subunit (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1) [Cleaved into: Nuclear factor NF-kappa-B p50 subunit]","NFKB1"
"1390","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Nuclear factor NF-kappa-B p105 subunit (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1) [Cleaved into: Nuclear factor NF-kappa-B p50 subunit]","NFKB1"
"1391","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Nuclear factor NF-kappa-B p105 subunit (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1) [Cleaved into: Nuclear factor NF-kappa-B p50 subunit]","NFKB1"
"1392","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Nuclear factor NF-kappa-B p100 subunit (DNA-binding factor KBF2) (H2TF1) (Lymphocyte translocation chromosome 10 protein) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2) (Oncogene Lyt-10) (Lyt10) [Cleaved into: Nuclear factor NF-kappa-B p52 subunit]","NFKB2 LYT10"
"1393","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Nuclear factor NF-kappa-B p105 subunit (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1) [Cleaved into: Nuclear factor NF-kappa-B p50 subunit]","NFKB1"
"1394","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Nuclear factor NF-kappa-B p105 subunit (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1) [Cleaved into: Nuclear factor NF-kappa-B p50 subunit]","NFKB1"
"1395","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","AT-rich interactive domain-containing protein 4B (ARID domain-containing protein 4B) (180 kDa Sin3-associated polypeptide) (Sin3-associated polypeptide p180) (Histone deacetylase complex subunit SAP180) (Retinoblastoma-binding protein 1-like 1)","Arid4b Rbbp1l1 Sap180"
"1396","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","AT-rich interactive domain-containing protein 4B (ARID domain-containing protein 4B) (180 kDa Sin3-associated polypeptide) (Sin3-associated polypeptide p180) (Histone deacetylase complex subunit SAP180) (Retinoblastoma-binding protein 1-like 1)","Arid4b Rbbp1l1 Sap180"
"1397","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","ATP-dependent RNA helicase DDX3Y (EC 3.6.4.13) (DEAD box protein 3, Y-chromosomal)","DDX3Y"
"1398","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Amyloid-beta precursor protein (ABPP) (APP) (Alzheimer disease amyloid A4 protein homolog) (Alzheimer disease amyloid protein) (Amyloid precursor protein) (Amyloid-beta (A4) precursor protein) (Amyloid-beta A4 protein) (Amyloidogenic glycoprotein) (AG) [Cleaved into: N-APP; Soluble APP-alpha (S-APP-alpha); Soluble APP-beta (S-APP-beta); C99 (Beta-secretase C-terminal fragment) (Beta-CTF); Amyloid-beta protein 42 (Abeta42) (Beta-APP42); Amyloid-beta protein 40 (Abeta40) (Beta-APP40); C83 (Alpha-secretase C-terminal fragment) (Alpha-CTF); P3(42); P3(40); C80; Gamma-secretase C-terminal fragment 59 (Gamma-CTF(59)); Gamma-secretase C-terminal fragment 57 (Gamma-CTF(57)); Gamma-secretase C-terminal fragment 50 (Gamma-CTF(50)); C31]","App A4 AD1"
"1399","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","DNA excision repair protein ERCC-5 homolog (EC 3.1.-.-) (DNA repair protein complementing XP-G cells homolog) (Xeroderma pigmentosum group G-complementing protein homolog)","ercc5 xpg xpgc"
"1400","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Transcriptional regulator Erg","ERG"
"1401","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (RNA polymerase II subunit A)","Polr2A RPB1 RpII215 CG1554"
"1402","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Structural maintenance of chromosomes protein 6 (SMC protein 6) (SMC-6) (xSMC6)","smc6 smc6l1"
"1403","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Structural maintenance of chromosomes protein 6 (SMC protein 6) (SMC-6) (xSMC6)","smc6 smc6l1"
"1404","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Structural maintenance of chromosomes protein 6 (SMC protein 6) (SMC-6) (xSMC6)","smc6 smc6l1"
"1405","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Structural maintenance of chromosomes protein 6 (SMC protein 6) (SMC-6) (xSMC6)","smc6 smc6l1"
"1406","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","TY3B-G YGRWTy3-1 POL YGR109W-B G5984"
"1407","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Transposon Ty3-I Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p52 (IN); Integrase p49 (IN)]","TY3B-I YILWTy3-1 POL YIL082W-A"
"1408","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Zinc finger RNA-binding protein (hZFR) (M-phase phosphoprotein homolog)","ZFR"
"1409","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Zinc finger RNA-binding protein","zfr"
"1410","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Zinc finger RNA-binding protein","zfr"
"1411","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Zinc finger RNA-binding protein","zfr"
"1412","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","E3 SUMO-protein ligase PIAS2 (EC 2.3.2.-) (Androgen receptor-interacting protein 3) (ARIP3) (DAB2-interacting protein) (DIP) (E3 SUMO-protein transferase PIAS2) (Msx-interacting-zinc finger protein) (Protein inhibitor of activated STAT x) (Protein inhibitor of activated STAT2)","Pias2 Miz1 Piasx"
"1413","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Paired box protein Pax-3-B (xPax3-B) (Paired-domain transcription factor Pax3-B)","pax3-b pax3 pax3B"
"1414","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","Transposon Ty3-I Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p52 (IN); Integrase p49 (IN)]","TY3B-I YILWTy3-1 POL YIL082W-A"
"1415","Nvec","GO:0003677","DNA binding",0.00017,60,"Molecular Functions","52 kDa repressor of the inhibitor of the protein kinase (p52rIPK) (58 kDa interferon-induced protein kinase-interacting protein) (p58IPK-interacting protein) (Death-associated protein 4) (THAP domain-containing protein 0) (THAP domain-containing protein 12)","THAP12 DAP4 P52RIPK PRKRIR THAP0"
"1416","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (E3Histone) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)","Huwe1 Kiaa0312 Ureb1"
"1417","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)","HUWE1 KIAA0312 KIAA1578 UREB1 HSPC272"
"1418","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)","RPL18A"
"1419","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","HEAT repeat-containing protein 1 (Protein BAP28)","heatr1 zgc:63510"
"1420","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","POL ORF3"
"1421","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"1422","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"1423","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"1424","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4 (SMARCA4) (EC 3.6.4.-) (BRG1-associated factor 190A) (BAF190A) (Mitotic growth and transcription activator) (Protein BRG-1) (Protein brahma homolog 1) (SNF2-beta) (Transcription activator BRG1)","SMARCA4 BAF190A BRG1 SNF2B SNF2L4"
"1425","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Endoplasmin (EC 3.6.4.-) (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1)","Hsp90b1 Grp94 Hspc4 Tra1"
"1426","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Gag-Pol polyprotein (Pr160Gag-Pol) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Spacer peptide 1 (SP1) (p2); Nucleocapsid protein p7 (NC); Transframe peptide (TF); p6-pol (p6*); Protease (EC 3.4.23.16) (PR) (Retropepsin); Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (p66 RT); p51 RT; p15; Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]","gag-pol"
"1427","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Gag-Pol polyprotein (Pr160Gag-Pol) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Spacer peptide 1 (SP1) (p2); Nucleocapsid protein p7 (NC); Transframe peptide (TF); p6-pol (p6*); Protease (EC 3.4.23.16) (PR) (Retropepsin); Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (p66 RT); p51 RT; p15; Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]","gag-pol"
"1428","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"1429","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"1430","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","DNA-directed RNA polymerase I subunit RPA1 (RNA polymerase I subunit A1) (EC 2.7.7.6) (A190) (DNA-directed RNA polymerase I largest subunit) (DNA-directed RNA polymerase I subunit A) (RNA polymerase I 194 kDa subunit) (RPA194)","POLR1A"
"1431","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Probable ATP-dependent RNA helicase DDX4 (EC 3.6.4.13) (DEAD box protein 4) (Vasa homolog)","ddx4 vlg"
"1432","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Probable ATP-dependent RNA helicase DDX4 (EC 3.6.4.13) (DEAD box protein 4) (Vasa homolog)","ddx4 vlg"
"1433","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"1434","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)","Ogt"
"1435","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)","Ogt"
"1436","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)","Ogt"
"1437","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)","Ogt"
"1438","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)","Ogt"
"1439","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Histidine--tRNA ligase (EC 6.1.1.21)","hars"
"1440","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","THO complex subunit 2 (Tho2)","THOC2"
"1441","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Apoptosis-inducing factor 1, mitochondrial (EC 1.6.99.-) (Programmed cell death protein 8)","AIFM1 AIF PDCD8"
"1442","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Small ribosomal subunit protein uS3 (EC 4.2.99.18) (40S ribosomal protein S3)","RPS3"
"1443","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","ATP-dependent DNA helicase hus2/rqh1 (EC 5.6.2.4) (DNA 3'-5' helicase Rqh1)","rqh1 hus2 rad12 rec9 SPAC2G11.12"
"1444","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Histone H3",""
"1445","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)","Kars1 Kars"
"1446","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","ATP-dependent helicase wrn-1 (EC 5.6.2.4) (DNA 3'-5' helicase wrn) (Werner syndrome protein homolog)","wrn-1 F18C5.2"
"1447","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Retinoblastoma-like protein 1 (107 kDa retinoblastoma-associated protein) (p107) (pRb1)","RBL1"
"1448","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Retinoblastoma-like protein 1 (107 kDa retinoblastoma-associated protein) (p107) (pRb1)","RBL1"
"1449","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Retinoblastoma-like protein 1 (107 kDa retinoblastoma-associated protein) (p107) (pRb1)","RBL1"
"1450","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Protein virilizer homolog","VIRMA KIAA1429 MSTP054"
"1451","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Heat shock factor protein 1 (HSF 1) (HSF 3A) (HSTF 3A) (Heat shock transcription factor 1) (HSTF 1)","HSF1"
"1452","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Heat shock factor protein 1 (HSF 1) (HSF 3A) (HSTF 3A) (Heat shock transcription factor 1) (HSTF 1)","HSF1"
"1453","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","ATP-dependent chromatin remodeler CHD7 (EC 3.6.4.-) (Chromo domain-containing protein 7) (CHD-7)","CHD7"
"1454","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","ATP-dependent chromatin remodeler CHD7 (EC 3.6.4.-) (Chromo domain-containing protein 7) (CHD-7)","CHD7"
"1455","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","ATP-dependent chromatin remodeler CHD7 (EC 3.6.4.-) (Chromo domain-containing protein 7) (CHD-7)","Chd7"
"1456","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (H2A.y) (H2A/y)","Macroh2a1 H2afy"
"1457","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 1A (PABP-1A) (Poly(A)-binding protein 1A)","pabpc1a"
"1458","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 1A (PABP-1A) (Poly(A)-binding protein 1A)","pabpc1a"
"1459","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1)","Pabpc1 Pabp1"
"1460","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"1461","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 1A (PABP-1A) (Poly(A)-binding protein 1A)","pabpc1a"
"1462","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1)","Pabpc1 Pabp1"
"1463","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 1A (PABP-1A) (Poly(A)-binding protein 1A)","pabpc1a"
"1464","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"1465","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 1-A (PABP-1-A) (Poly(A)-binding protein 1-A) (xPABP1-A) (Cytoplasmic poly(A)-binding protein 1-A)","pabpc1-a pabp pabp1"
"1466","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"1467","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"1468","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"1469","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"1470","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"1471","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"1472","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"1473","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"1474","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"1475","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"1476","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"1477","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"1478","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"1479","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"1480","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1)","Pabpc1 Pabp1"
"1481","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Probable ribonuclease ZC3H12C (EC 3.1.-.-) (Zinc finger CCCH domain-containing protein 12C)","Zc3h12c Kiaa1726"
"1482","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Probable ribonuclease ZC3H12D (EC 3.1.-.-) (MCP-induced protein 4) (Transformed follicular lymphoma) (Zinc finger CCCH domain-containing protein 12D) (p34)","ZC3H12D C6orf95 MCPIP4 TFL"
"1483","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Probable ribonuclease ZC3H12D (EC 3.1.-.-) (MCP-induced protein 4) (Transformed follicular lymphoma) (Zinc finger CCCH domain-containing protein 12D) (p34)","ZC3H12D C6orf95 MCPIP4 TFL"
"1484","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","E3 ubiquitin-protein ligase DZIP3 (EC 2.3.2.27) (DAZ-interacting protein 3 homolog) (RING-type E3 ubiquitin transferase DZIP3)","Dzip3 Kiaa0675"
"1485","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","E3 ubiquitin-protein ligase DZIP3 (EC 2.3.2.27) (DAZ-interacting protein 3 homolog) (RING-type E3 ubiquitin transferase DZIP3)","Dzip3 Kiaa0675"
"1486","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","E3 ubiquitin-protein ligase DZIP3 (EC 2.3.2.27) (DAZ-interacting protein 3 homolog) (RING-type E3 ubiquitin transferase DZIP3)","Dzip3 Kiaa0675"
"1487","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","E3 ubiquitin-protein ligase DZIP3 (EC 2.3.2.27) (DAZ-interacting protein 3 homolog) (RING-type E3 ubiquitin transferase DZIP3)","Dzip3 Kiaa0675"
"1488","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Serrate RNA effector molecule homolog (Arsenite-resistance protein 2)","SRRT ARS2"
"1489","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Serrate RNA effector molecule homolog (Arsenite-resistance protein 2)","SRRT ARS2"
"1490","Nvec","GO:0003676","nucleic acid binding",0.00025,154,"Molecular Functions","Histone H2A.V (H2A.F/Z)","H2A.F/Z"
