"","species","GO.ID","Term","Fisher","Significant","ontology","Protein","Protein_abbrv"
"415","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","DNA excision repair protein ERCC-5 (EC 3.1.-.-) (DNA repair protein complementing XP-G cells) (XPG) (Xeroderma pigmentosum group G-complementing protein)","ERCC5 ERCM2 XPG XPGC"
"416","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"417","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Probable oxidoreductase PXDNL (EC 1.-.-.-) (Cardiac peroxidase) (Inactive peroxidasin-like protein) (Polysomal ribonuclease 1) (PRM1) (Vascular peroxidase 2)","PXDNL VPO2"
"418","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Gag-Pol polyprotein (Pr160Gag-Pol) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Spacer peptide 1 (SP1) (p2); Nucleocapsid protein p7 (NC); Transframe peptide (TF); p6-pol (p6*); Protease (EC 3.4.23.16) (PR) (Retropepsin); Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (p66 RT); p51 RT; p15; Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]","gag-pol"
"419","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Transposon Ty3-I Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p52 (IN); Integrase p49 (IN)]","TY3B-I YILWTy3-1 POL YIL082W-A"
"420","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Pro-Pol polyprotein (Pr125Pol) [Cleaved into: Protease/Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (EC 3.4.23.-) (p87Pro-RT-RNaseH); Protease/Reverse transcriptase (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (p65Pro-RT); Ribonuclease H (RNase H) (EC 3.1.26.4); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-) (p42In)]","pol"
"421","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"422","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"423","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Retrovirus-related Pol polyprotein from transposon opus [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"424","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"425","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","TY3B-G YGRWTy3-1 POL YGR109W-B G5984"
"426","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Gag-Pol polyprotein [Cleaved into: Matrix protein p15; RNA-binding phosphoprotein p12 (pp12); Capsid protein p30; Nucleocapsid protein p10-Pol (NC-pol); Protease (EC 3.4.23.-); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]","pol"
"427","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"428","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Retrovirus-related Pol polyprotein from transposon opus [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"429","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","TY3B-G YGRWTy3-1 POL YGR109W-B G5984"
"430","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Transposon Tf2-6 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (Retrotransposable element Tf2 155 kDa protein)","Tf2-6 SPAC27E2.08"
"431","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"432","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"433","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"434","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"435","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Probable ribonuclease ZC3H12B (EC 3.1.-.-) (MCP-induced protein 2) (Zinc finger CCCH domain-containing protein 12B)","ZC3H12B CXorf32 MCPIP2"
"436","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Transposon Tf2-8 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (Retrotransposable element Tf2 155 kDa protein)","Tf2-8 Tf2-9 SPAC13D1.02c SPAC19D5.09c"
"437","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Transposon Tf2-8 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (Retrotransposable element Tf2 155 kDa protein)","Tf2-8 Tf2-9 SPAC13D1.02c SPAC19D5.09c"
"438","Ahya","GO:0004519","endonuclease activity",7.3e-05,24,"Molecular Functions","Transposon Tf2-9 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (Retrotransposable element Tf2 155 kDa protein)","Tf2-9 SPBC9B6.02c"
"439","Ahya","GO:0010855","adenylate cyclase inhibitor activity",0.00088,3,"Molecular Functions","Adhesion G protein-coupled receptor V1 (EC 3.4.-.-) (G protein-coupled receptor 98) (Monogenic audiogenic seizure susceptibility protein 1 homolog) (Very large G protein-coupled receptor 1)","adgrv1 gpr98 mass1 vlgr1"
"440","Ahya","GO:0010855","adenylate cyclase inhibitor activity",0.00088,3,"Molecular Functions","Adhesion G protein-coupled receptor V1 (ADGRV1) (EC 3.4.-.-) (G protein-coupled receptor 98) (Monogenic audiogenic seizure susceptibility protein 1) (MASS1) (Neurepin) (Protein rueda) (Very large G protein-coupled receptor 1) (VLGR1) [Cleaved into: ADGRV1 subunit alpha; ADGRV1 subunit beta (VLGR1 subunit beta) (Vbeta)]","Adgrv1 Gpr98 Kiaa0686 Mass1 Vlgr1"
"441","Ahya","GO:0010855","adenylate cyclase inhibitor activity",0.00088,3,"Molecular Functions","Adhesion G protein-coupled receptor V1 (EC 3.4.-.-) (G protein-coupled receptor 98) (Monogenic audiogenic seizure susceptibility protein 1 homolog) (Very large G protein-coupled receptor 1)","adgrv1 gpr98 mass1 vlgr1"
"442","Ahya","GO:0030527","structural constituent of chromatin",0.0013,3,"Molecular Functions","Histone H3 type 1","ch3-I"
"443","Ahya","GO:0030527","structural constituent of chromatin",0.0013,3,"Molecular Functions","Histone H2A.V (H2A.F/Z)","H2A.F/Z"
"444","Ahya","GO:0030527","structural constituent of chromatin",0.0013,3,"Molecular Functions","Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (H2A.y) (H2A/y)","Macroh2a1 H2afy"
"445","Ahya","GO:0005200","structural constituent of cytoskeleton",0.00143,7,"Molecular Functions","Tubulin beta chain (Beta-tubulin)",""
"446","Ahya","GO:0005200","structural constituent of cytoskeleton",0.00143,7,"Molecular Functions","Tubulin alpha-1 chain (EC 3.6.5.-)","alphaTub84B tubA84B CG1913"
"447","Ahya","GO:0005200","structural constituent of cytoskeleton",0.00143,7,"Molecular Functions","Tubulin alpha-1 chain (EC 3.6.5.-)",""
"448","Ahya","GO:0005200","structural constituent of cytoskeleton",0.00143,7,"Molecular Functions","Tubulin alpha-1 chain (EC 3.6.5.-)",""
"449","Ahya","GO:0005200","structural constituent of cytoskeleton",0.00143,7,"Molecular Functions","Tubulin beta chain (Beta-tubulin)",""
"450","Ahya","GO:0005200","structural constituent of cytoskeleton",0.00143,7,"Molecular Functions","Tubulin beta chain (Beta-tubulin)",""
"451","Ahya","GO:0005200","structural constituent of cytoskeleton",0.00143,7,"Molecular Functions","Tubulin beta-4B chain (Tubulin beta-2C chain)","Tubb4b Tubb2c"
"452","Ahya","GO:0008266","poly(U) RNA binding",0.00188,4,"Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"453","Ahya","GO:0008266","poly(U) RNA binding",0.00188,4,"Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"454","Ahya","GO:0008266","poly(U) RNA binding",0.00188,4,"Molecular Functions","Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1)","Pabpc1 Pabp1"
"455","Ahya","GO:0008266","poly(U) RNA binding",0.00188,4,"Molecular Functions","Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1)","Pabpc1 Pabp1"
"456","Ahya","GO:0004523","RNA-DNA hybrid ribonuclease activity",0.00241,6,"Molecular Functions","Gag-Pol polyprotein (Pr160Gag-Pol) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Spacer peptide 1 (SP1) (p2); Nucleocapsid protein p7 (NC); Transframe peptide (TF); p6-pol (p6*); Protease (EC 3.4.23.16) (PR) (Retropepsin); Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (p66 RT); p51 RT; p15; Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]","gag-pol"
"457","Ahya","GO:0004523","RNA-DNA hybrid ribonuclease activity",0.00241,6,"Molecular Functions","Transposon Ty3-I Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p52 (IN); Integrase p49 (IN)]","TY3B-I YILWTy3-1 POL YIL082W-A"
"458","Ahya","GO:0004523","RNA-DNA hybrid ribonuclease activity",0.00241,6,"Molecular Functions","Pro-Pol polyprotein (Pr125Pol) [Cleaved into: Protease/Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (EC 3.4.23.-) (p87Pro-RT-RNaseH); Protease/Reverse transcriptase (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (p65Pro-RT); Ribonuclease H (RNase H) (EC 3.1.26.4); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-) (p42In)]","pol"
"459","Ahya","GO:0004523","RNA-DNA hybrid ribonuclease activity",0.00241,6,"Molecular Functions","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","TY3B-G YGRWTy3-1 POL YGR109W-B G5984"
"460","Ahya","GO:0004523","RNA-DNA hybrid ribonuclease activity",0.00241,6,"Molecular Functions","Gag-Pol polyprotein [Cleaved into: Matrix protein p15; RNA-binding phosphoprotein p12 (pp12); Capsid protein p30; Nucleocapsid protein p10-Pol (NC-pol); Protease (EC 3.4.23.-); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]","pol"
"461","Ahya","GO:0004523","RNA-DNA hybrid ribonuclease activity",0.00241,6,"Molecular Functions","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","TY3B-G YGRWTy3-1 POL YGR109W-B G5984"
"462","Ahya","GO:0008569","minus-end-directed microtubule motor activity",0.01281,5,"Molecular Functions","Dynein axonemal heavy chain 11 (Axonemal beta dynein heavy chain 11) (Ciliary dynein heavy chain 11)","DNAH11"
"463","Ahya","GO:0008569","minus-end-directed microtubule motor activity",0.01281,5,"Molecular Functions","Dynein axonemal heavy chain 2 (Axonemal beta dynein heavy chain 2) (Ciliary dynein heavy chain 2) (Dynein heavy chain domain-containing protein 3)","DNAH2 DNAHC2 DNHD3 KIAA1503"
"464","Ahya","GO:0008569","minus-end-directed microtubule motor activity",0.01281,5,"Molecular Functions","Dynein axonemal heavy chain 6 (Axonemal beta dynein heavy chain 6) (Ciliary dynein heavy chain 6)","DNAH6 DNAHC6 DNHL1 HL2 KIAA1697"
"465","Ahya","GO:0008569","minus-end-directed microtubule motor activity",0.01281,5,"Molecular Functions","Dynein axonemal heavy chain 7 (Axonemal beta dynein heavy chain 7) (Axonemal dynein heavy chain b) (Ciliary dynein heavy chain 7) (Dynein-like protein 7)","Dnah7 Axob Dlp7"
"466","Ahya","GO:0008569","minus-end-directed microtubule motor activity",0.01281,5,"Molecular Functions","Dynein axonemal heavy chain 12 (Axonemal beta dynein heavy chain 12) (Axonemal dynein heavy chain 12-like protein) (Axonemal dynein heavy chain 7-like protein) (Ciliary dynein heavy chain 12)","Dnah12 Dnah12l Dnah7l Dnahc12 Dnahc7l"
"467","Ahya","GO:0031386","protein tag activity",0.01295,2,"Molecular Functions","Ubiquitin-ribosomal protein eL40 fusion protein (CEP52) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40 (60S ribosomal protein L40)]","RpL40 Ubi-f UBI-F52 CG2960"
"468","Ahya","GO:0031386","protein tag activity",0.01295,2,"Molecular Functions","Ubiquitin-ribosomal protein eS31 fusion protein (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; Small ribosomal subunit protein eS31 (40S ribosomal protein S27a)]","RPS27A UBA80"
"469","Ahya","GO:0051959","dynein light intermediate chain binding",0.01952,5,"Molecular Functions","Dynein axonemal heavy chain 11 (Axonemal beta dynein heavy chain 11) (Ciliary dynein heavy chain 11)","DNAH11"
"470","Ahya","GO:0051959","dynein light intermediate chain binding",0.01952,5,"Molecular Functions","Dynein axonemal heavy chain 2 (Axonemal beta dynein heavy chain 2) (Ciliary dynein heavy chain 2) (Dynein heavy chain domain-containing protein 3)","DNAH2 DNAHC2 DNHD3 KIAA1503"
"471","Ahya","GO:0051959","dynein light intermediate chain binding",0.01952,5,"Molecular Functions","Dynein axonemal heavy chain 6 (Axonemal beta dynein heavy chain 6) (Ciliary dynein heavy chain 6)","DNAH6 DNAHC6 DNHL1 HL2 KIAA1697"
"472","Ahya","GO:0051959","dynein light intermediate chain binding",0.01952,5,"Molecular Functions","Dynein axonemal heavy chain 7 (Axonemal beta dynein heavy chain 7) (Axonemal dynein heavy chain b) (Ciliary dynein heavy chain 7) (Dynein-like protein 7)","Dnah7 Axob Dlp7"
"473","Ahya","GO:0051959","dynein light intermediate chain binding",0.01952,5,"Molecular Functions","Dynein axonemal heavy chain 12 (Axonemal beta dynein heavy chain 12) (Axonemal dynein heavy chain 12-like protein) (Axonemal dynein heavy chain 7-like protein) (Ciliary dynein heavy chain 12)","Dnah12 Dnah12l Dnah7l Dnahc12 Dnahc7l"
"474","Ahya","GO:0045505","dynein intermediate chain binding",0.02508,5,"Molecular Functions","Dynein axonemal heavy chain 11 (Axonemal beta dynein heavy chain 11) (Ciliary dynein heavy chain 11)","DNAH11"
"475","Ahya","GO:0045505","dynein intermediate chain binding",0.02508,5,"Molecular Functions","Dynein axonemal heavy chain 2 (Axonemal beta dynein heavy chain 2) (Ciliary dynein heavy chain 2) (Dynein heavy chain domain-containing protein 3)","DNAH2 DNAHC2 DNHD3 KIAA1503"
"476","Ahya","GO:0045505","dynein intermediate chain binding",0.02508,5,"Molecular Functions","Dynein axonemal heavy chain 6 (Axonemal beta dynein heavy chain 6) (Ciliary dynein heavy chain 6)","DNAH6 DNAHC6 DNHL1 HL2 KIAA1697"
"477","Ahya","GO:0045505","dynein intermediate chain binding",0.02508,5,"Molecular Functions","Dynein axonemal heavy chain 7 (Axonemal beta dynein heavy chain 7) (Axonemal dynein heavy chain b) (Ciliary dynein heavy chain 7) (Dynein-like protein 7)","Dnah7 Axob Dlp7"
"478","Ahya","GO:0045505","dynein intermediate chain binding",0.02508,5,"Molecular Functions","Dynein axonemal heavy chain 12 (Axonemal beta dynein heavy chain 12) (Axonemal dynein heavy chain 12-like protein) (Axonemal dynein heavy chain 7-like protein) (Ciliary dynein heavy chain 12)","Dnah12 Dnah12l Dnah7l Dnahc12 Dnahc7l"
"479","Ahya","GO:0004821","histidine-tRNA ligase activity",0.02597,1,"Molecular Functions","Histidine--tRNA ligase, cytoplasmic (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)","Hars1 Hars"
"480","Ahya","GO:0004824","lysine-tRNA ligase activity",0.02597,1,"Molecular Functions","Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)","Kars1 Kars"
"481","Ahya","GO:0004832","valine-tRNA ligase activity",0.02597,1,"Molecular Functions","Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)","vars1 vars"
"482","Ahya","GO:1990259","histone H2AQ104 methyltransferase activity",0.02597,1,"Molecular Functions","rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (Histone-glutamine methyltransferase)","Fib CG9888"
"483","Ahya","GO:0004345","glucose-6-phosphate dehydrogenase activity",0.02597,1,"Molecular Functions","Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.-.-.-) (EC 1.1.1.49)","G6pdx G6pd"
"484","Ahya","GO:0000036","acyl carrier activity",0.02597,1,"Molecular Functions","Acyl carrier protein, mitochondrial (ACP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit)","nuo-12 acp nuo9.6 NCU05008"
"485","Ahya","GO:0015317","phosphate:proton symporter activity",0.02597,1,"Molecular Functions","Solute carrier family 25 member 3 (Phosphate carrier protein, mitochondrial) (Phosphate transport protein) (PTP)","SLC25A3 PHC"
"486","Ahya","GO:0003877","ATP:ADP adenylyltransferase activity",0.02597,1,"Molecular Functions","Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)","Kars1 Kars"
"487","Ahya","GO:0072570","ADP-D-ribose binding",0.02597,1,"Molecular Functions","Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (H2A.y) (H2A/y)","Macroh2a1 H2afy"
"488","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
"489","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"490","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Gag-Pol polyprotein (Pr160Gag-Pol) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Spacer peptide 1 (SP1) (p2); Nucleocapsid protein p7 (NC); Transframe peptide (TF); p6-pol (p6*); Protease (EC 3.4.23.16) (PR) (Retropepsin); Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2) (p66 RT); p51 RT; p15; Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]","gag-pol"
"491","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
"492","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Transposon Ty3-I Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p52 (IN); Integrase p49 (IN)]","TY3B-I YILWTy3-1 POL YIL082W-A"
"493","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
"494","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
"495","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Pro-Pol polyprotein (Pr125Pol) [Cleaved into: Protease/Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (EC 3.4.23.-) (p87Pro-RT-RNaseH); Protease/Reverse transcriptase (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (p65Pro-RT); Ribonuclease H (RNase H) (EC 3.1.26.4); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-) (p42In)]","pol"
"496","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
"497","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
"498","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
"499","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"500","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
"501","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"502","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Retrovirus-related Pol polyprotein from transposon opus [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"503","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
"504","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
"505","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"506","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","TY3B-G YGRWTy3-1 POL YGR109W-B G5984"
"507","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Gag-Pol polyprotein [Cleaved into: Matrix protein p15; RNA-binding phosphoprotein p12 (pp12); Capsid protein p30; Nucleocapsid protein p10-Pol (NC-pol); Protease (EC 3.4.23.-); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]","pol"
"508","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"509","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
"510","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Retrovirus-related Pol polyprotein from transposon opus [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"511","Ahya","GO:0015074","DNA integration",6e-18,47,"Biological Processes","Uncharacterized protein K02A2.6","K02A2.6"
