"","GO.ID","Term","Annotated","Significant","Expected","Fisher","Genes","ontology","Protein","Protein_abbrv"
"695","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus02173-RA","Biological Processes","Beta-1,3-glucosyltransferase (Beta3Glc-T) (EC 2.4.1.-) (Beta 3-glucosyltransferase) (Beta-3-glycosyltransferase-like)","B3glct B3galtl Gm1057"
"696","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus03823-RA","Biological Processes","Roundabout homolog 1 (Deleted in U twenty twenty) (H-Robo-1)","ROBO1 DUTT1"
"697","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus03950-RA","Biological Processes","Sterile alpha motif domain-containing protein 11 (SAM domain-containing protein 11) (Major retinal SAM domain-containing protein) (Mr-s)","Samd11"
"698","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus04016-RA","Biological Processes","Ephrin type-B receptor 1 (EC 2.7.10.1)","Ephb1"
"699","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus05097-RA","Biological Processes","PC3-like endoprotease variant A (EC 3.4.21.-) (SPC3)",""
"700","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus05638-RA","Biological Processes","DNA-directed RNA polymerase I subunit RPA2 (RNA polymerase I subunit 2) (EC 2.7.7.6) (DNA-directed RNA polymerase I 135 kDa polypeptide) (RPA135)","POLR1B"
"701","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus06138-RA","Biological Processes","Serine/threonine-protein kinase pim-1 (EC 2.7.11.1)","Pim1 Pim-1"
"702","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus06799-RA","Biological Processes","Transformation/transcription domain-associated protein (350/400 kDa PCAF-associated factor) (PAF350/400) (STAF40) (Tra1 homolog)","TRRAP PAF400"
"703","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus08321-RA","Biological Processes","Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)","Flna Fln Fln1"
"704","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus08340-RA","Biological Processes","F-box/WD repeat-containing protein 7 (F-box and WD-40 domain-containing protein 7)","FBXW7 FBW7"
"705","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus09564-RA","Biological Processes","Protein NLRC3","Nlrc3"
"706","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus10219-RA","Biological Processes","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"707","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus10546-RA","Biological Processes","Fibronectin (FN) [Cleaved into: Anastellin]","Fn1"
"708","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus10988-RA","Biological Processes","Lysyl oxidase homolog 2 (EC 1.4.3.13) (Lysyl oxidase-like protein 2)","Loxl2"
"709","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus11816-RA","Biological Processes","IQ domain-containing protein E","Iqce"
"710","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus12069-RA","Biological Processes","Bromodomain-containing protein 8 (Skeletal muscle abundant protein) (Skeletal muscle abundant protein 2) (Thyroid hormone receptor coactivating protein of 120 kDa) (TrCP120) (p120)","BRD8 SMAP SMAP2"
"711","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus12338-RA","Biological Processes","Neurotrypsin (EC 3.4.21.-) (Brain-specific serine protease 3) (BSSP-3) (Motopsin) (Serine protease 12)","Prss12 Bssp3"
"712","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus13055-RA","Biological Processes","Histone lysine acetyltransferase CREBBP (EC 2.3.1.48) (Protein lactyltransferas CREBBP) (EC 2.3.1.-) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)","Crebbp Cbp"
"713","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus13057-RA","Biological Processes","C-Jun-amino-terminal kinase-interacting protein 3 (JIP-3) (JNK-interacting protein 3) (JNK MAP kinase scaffold protein 3)","Mapk8ip3 Jip3"
"714","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus13453-RA","Biological Processes","C-type lectin domain family 4 member A (C-type lectin superfamily member 6) (Dendritic cell inhibitory receptor) (CD antigen CD367)","Clec4a Clecsf6 Dcir"
"715","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus13473-RA","Biological Processes","C-type lectin domain family 4 member A (C-type lectin superfamily member 6) (Dendritic cell inhibitory receptor) (CD antigen CD367)","Clec4a Clecsf6 Dcir"
"716","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus13519-RA","Biological Processes","Progesterone-induced-blocking factor 1 (PIBF) (Centrosomal protein of 90 kDa) (CEP90)","PIBF1 C13orf24 PIBF"
"717","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus13626-RA","Biological Processes","E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)","trim71 lin41"
"718","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus13628-RA","Biological Processes","E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)","trim71 lin41"
"719","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus14681-RA","Biological Processes","Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein]","N CG3936"
"720","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus16327-RA","Biological Processes","Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (Collaborator of STAT6) (CoaSt6) (Poly [ADP-ribose] polymerase 14) (PARP-14)","Parp14 Kiaa1268"
"721","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus16328-RA","Biological Processes","Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (Collaborator of STAT6) (CoaSt6) (Poly [ADP-ribose] polymerase 14) (PARP-14)","Parp14 Kiaa1268"
"722","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus16330-RA","Biological Processes","Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (B aggressive lymphoma protein 2) (Poly [ADP-ribose] polymerase 14) (PARP-14)","PARP14 BAL2 KIAA1268"
"723","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus16331-RA","Biological Processes","Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (B aggressive lymphoma protein 2) (Poly [ADP-ribose] polymerase 14) (PARP-14)","PARP14 BAL2 KIAA1268"
"724","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus16634-RA","Biological Processes","E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)","trim71 lin41"
"725","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus17138-RA","Biological Processes","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2 (SAMRCA2) (EC 3.6.4.-) (BRG1-associated factor 190B) (BAF190B) (Probable global transcription activator SNF2L2) (Protein brahma homolog) (SNF2-alpha)","Smarca2 Baf190b Brm Snf2a Snf2l2"
"726","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus17545-RA","Biological Processes","Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase sigma) (R-PTP-sigma)","PTPRS"
"727","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus17581-RA","Biological Processes","E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)","trim71 lin41"
"728","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus17840-RA","Biological Processes","Terminal uridylyltransferase 4 (TUTase 4) (EC 2.7.7.52) (Zinc finger CCHC domain-containing protein 11)","TUT4 KIAA0191 ZCCHC11"
"729","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus18205-RA","Biological Processes","Zinc finger CCHC domain-containing protein 3","ZCCHC3 C20orf99"
"730","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus18366-RA","Biological Processes","Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (Prt1 homolog) (hPrt1) (eIF-3-eta) (eIF3 p110) (eIF3 p116)","EIF3B EIF3S9"
"731","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus19805-RA","Biological Processes","Neurogenic locus notch homolog protein 1 (Notch 1) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)]","notch1"
"732","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus19833-RA","Biological Processes","Toll-like receptor 1 (Toll/interleukin-1 receptor-like protein) (TIL) (CD antigen CD281)","TLR1 KIAA0012"
"733","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus20013-RA","Biological Processes","Mediator of RNA polymerase II transcription subunit 25 (Mediator complex subunit 25)","med25"
"734","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus20036-RA","Biological Processes","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"735","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus20229-RA","Biological Processes","Scaffold attachment factor B1 (SAF-B1)","SAFB SAFB1"
"736","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus20770-RA","Biological Processes","Neuroblast differentiation-associated protein AHNAK (Desmoyokin)","AHNAK PM227"
"737","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus21923-RA","Biological Processes","E3 ubiquitin-protein ligase UBR5 (EC 2.3.2.26) (E3 ubiquitin-protein ligase, HECT domain-containing 1) (Hyperplastic discs protein homolog)","Ubr5 Edd Edd1 Kiaa0896"
"738","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus22079-RA","Biological Processes","DNA-directed RNA polymerase III subunit rpc1 (RNA polymerase III subunit C1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (RPC158)","rpc1 SPBC651.08c"
"739","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus22609-RA","Biological Processes","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"740","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus22797-RA","Biological Processes","Structural maintenance of chromosomes flexible hinge domain-containing protein 1 (SMC hinge domain-containing protein 1) (EC 3.6.1.-)","SMCHD1 KIAA0650"
"741","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus23864-RA","Biological Processes","Titin (EC 2.7.11.1) (Connectin) (Rhabdomyosarcoma antigen MU-RMS-40.14)","TTN"
"742","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus23866-RA","Biological Processes","Muscle M-line assembly protein unc-89 (Inactive serine/threonine-protein kinase unc-89) (Obscurin) (Uncoordinated protein 89)","unc-89 C09D1.1"
"743","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus23986-RA","Biological Processes","Zinc finger CCHC domain-containing protein 3","ZCCHC3 C20orf99"
"744","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus24982-RA","Biological Processes","Protein NLRC3","Nlrc3"
"745","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus24998-RA","Biological Processes","NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)","NLRC3 NOD3"
"746","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus25872-RA","Biological Processes","Protein NLRC3","Nlrc3"
"747","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus26171-RA","Biological Processes","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"748","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus26174-RA","Biological Processes","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"749","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus26179-RA","Biological Processes","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"750","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus26182-RA","Biological Processes","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Svep1"
"751","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus26194-RA","Biological Processes","Protein NLRC3","Nlrc3"
"752","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus26731-RA","Biological Processes","NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)","NLRC3 NOD3"
"753","GO:0010467","gene expression",3799,65,85.36,0.00064,"Ahyacinthus26743-RA","Biological Processes","Paired box protein 1 homolog","pax-1 K07C11.1"
"754","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus00666-RA","Biological Processes","Low-density lipoprotein receptor-related protein 6 (LRP-6)","Lrp6"
"755","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus03823-RA","Biological Processes","Roundabout homolog 1 (Deleted in U twenty twenty) (H-Robo-1)","ROBO1 DUTT1"
"756","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus04016-RA","Biological Processes","Ephrin type-B receptor 1 (EC 2.7.10.1)","Ephb1"
"757","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus07076-RA","Biological Processes","52 kDa repressor of the inhibitor of the protein kinase (p52rIPK) (58 kDa interferon-induced protein kinase-interacting protein) (p58IPK-interacting protein) (Death-associated protein 4) (THAP domain-containing protein 0) (THAP domain-containing protein 12)","THAP12 DAP4 P52RIPK PRKRIR THAP0"
"758","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus09564-RA","Biological Processes","Protein NLRC3","Nlrc3"
"759","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus10485-RA","Biological Processes","Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (Protein-tyrosine kinase MPK-6) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a)","Ddr1 Cak Eddr1 Mpk6"
"760","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus13155-RA","Biological Processes","Somatostatin receptor type 5 (SS-5-R) (SS5-R) (SS5R) (SST5)","SSTR5"
"761","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus17138-RA","Biological Processes","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2 (SAMRCA2) (EC 3.6.4.-) (BRG1-associated factor 190B) (BAF190B) (Probable global transcription activator SNF2L2) (Protein brahma homolog) (SNF2-alpha)","Smarca2 Baf190b Brm Snf2a Snf2l2"
"762","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus17546-RA","Biological Processes","Receptor-type tyrosine-protein phosphatase mu (Protein-tyrosine phosphatase mu) (R-PTP-mu) (EC 3.1.3.48)","PTPRM PTPRL1"
"763","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus17818-RA","Biological Processes","Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR)","Ptprf Lar"
"764","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus17919-RA","Biological Processes","Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR)","Ptprf Lar"
"765","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus19466-RA","Biological Processes","Tumor protein p53-inducible protein 11 (p53-induced gene 11 protein)","TP53I11 PIG11"
"766","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus21513-RA","Biological Processes","52 kDa repressor of the inhibitor of the protein kinase (p52rIPK) (58 kDa interferon-induced protein kinase-interacting protein) (p58IPK-interacting protein) (Death-associated protein 4) (THAP domain-containing protein 0) (THAP domain-containing protein 12)","THAP12 DAP4 P52RIPK PRKRIR THAP0"
"767","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus24076-RA","Biological Processes","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]","ADGRB1 BAI1"
"768","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus24108-RA","Biological Processes","52 kDa repressor of the inhibitor of the protein kinase (p52rIPK) (58 kDa interferon-induced protein kinase-interacting protein) (p58IPK-interacting protein) (Death-associated protein 4) (THAP domain-containing protein 0) (THAP domain-containing protein 12)","THAP12 DAP4 P52RIPK PRKRIR THAP0"
"769","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus24982-RA","Biological Processes","Protein NLRC3","Nlrc3"
"770","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus24998-RA","Biological Processes","NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)","NLRC3 NOD3"
"771","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus25872-RA","Biological Processes","Protein NLRC3","Nlrc3"
"772","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus26014-RA","Biological Processes","52 kDa repressor of the inhibitor of the protein kinase (p52rIPK) (58 kDa interferon-induced protein kinase-interacting protein) (p58IPK-interacting protein) (Death-associated protein 4) (THAP domain-containing protein 0) (THAP domain-containing protein 12)","THAP12 DAP4 P52RIPK PRKRIR THAP0"
"773","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus26194-RA","Biological Processes","Protein NLRC3","Nlrc3"
"774","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus26519-RA","Biological Processes","52 kDa repressor of the inhibitor of the protein kinase (p52rIPK) (58 kDa interferon-induced protein kinase-interacting protein) (p58IPK-interacting protein) (Death-associated protein 4) (THAP domain-containing protein 0) (THAP domain-containing protein 12)","THAP12 DAP4 P52RIPK PRKRIR THAP0"
"775","GO:0008285","negative regulation of cell population proliferatio...",277,22,6.22,0.00066,"Ahyacinthus26731-RA","Biological Processes","NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)","NLRC3 NOD3"
"776","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus01292-RA","Biological Processes","Extracellular calcium-sensing receptor (CaSR) (Parathyroid cell calcium-sensing receptor) (PCaR1) (RaKCaR)","Casr Gprc2a Pcar1"
"777","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus01738-RA","Biological Processes","Laminin subunit alpha (Laminin A chain)","LanA lamA CG10236"
"778","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus02983-RA","Biological Processes","Peroxidasin homolog (EC 1.11.2.-) (Melanoma-associated antigen MG50) (Peroxidasin 1) (hsPxd01) (Vascular peroxidase 1) (p53-responsive gene 2 protein) [Cleaved into: PXDN active fragment]","PXDN KIAA0230 MG50 PRG2 PXD01 VPO VPO1"
"779","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus03486-RA","Biological Processes","Cyclic GMP-AMP synthase-like receptor 2 (Sp-cGLR2) (EC 2.7.7.86)","cGLR2 MB21D2 AWC38_SpisGene17868"
"780","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus04016-RA","Biological Processes","Ephrin type-B receptor 1 (EC 2.7.10.1)","Ephb1"
"781","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus04018-RA","Biological Processes","Ephrin type-B receptor 3 (EC 2.7.10.1) (Developmental kinase 5) (mDK-5) (Tyrosine-protein kinase receptor SEK-4)","Ephb3 Etk2 Mdk5 Sek4"
"782","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus06138-RA","Biological Processes","Serine/threonine-protein kinase pim-1 (EC 2.7.11.1)","Pim1 Pim-1"
"783","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus08340-RA","Biological Processes","F-box/WD repeat-containing protein 7 (F-box and WD-40 domain-containing protein 7)","FBXW7 FBW7"
"784","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus08952-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-beta (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-beta) (EC 2.3.2.-) (Mysterin-B) (Mysterin-beta) (RING finger protein 213-B) (RING finger protein 213-beta)","rnf213b"
"785","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus08953-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"786","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus09564-RA","Biological Processes","Protein NLRC3","Nlrc3"
"787","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus10022-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"788","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus10025-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"789","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus10028-RA","Biological Processes","E3 ubiquitin-protein ligase RNF213 (EC 2.3.2.27) (EC 3.6.4.-) (ALK lymphoma oligomerization partner on chromosome 17) (E3 ubiquitin-lipopolysaccharide ligase RNF213) (EC 2.3.2.-) (Mysterin) (RING finger protein 213)","RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR"
"790","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus10546-RA","Biological Processes","Fibronectin (FN) [Cleaved into: Anastellin]","Fn1"
"791","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus10823-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"792","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus10825-RA","Biological Processes","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","rnf213a"
"793","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus11429-RA","Biological Processes","Cyclic GMP-AMP synthase-like receptor 2 (Sp-cGLR2) (EC 2.7.7.86)","cGLR2 MB21D2 AWC38_SpisGene17868"
"794","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus12841-RA","Biological Processes","Tight junction protein 2 (Tight junction protein ZO-2) (Zona occludens protein 2) (Zonula occludens protein 2)","Tjp2 Zo2"
"795","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus13453-RA","Biological Processes","C-type lectin domain family 4 member A (C-type lectin superfamily member 6) (Dendritic cell inhibitory receptor) (CD antigen CD367)","Clec4a Clecsf6 Dcir"
"796","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus13473-RA","Biological Processes","C-type lectin domain family 4 member A (C-type lectin superfamily member 6) (Dendritic cell inhibitory receptor) (CD antigen CD367)","Clec4a Clecsf6 Dcir"
"797","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus13519-RA","Biological Processes","Progesterone-induced-blocking factor 1 (PIBF) (Centrosomal protein of 90 kDa) (CEP90)","PIBF1 C13orf24 PIBF"
"798","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus14681-RA","Biological Processes","Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein]","N CG3936"
"799","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus16327-RA","Biological Processes","Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (Collaborator of STAT6) (CoaSt6) (Poly [ADP-ribose] polymerase 14) (PARP-14)","Parp14 Kiaa1268"
"800","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus16328-RA","Biological Processes","Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (Collaborator of STAT6) (CoaSt6) (Poly [ADP-ribose] polymerase 14) (PARP-14)","Parp14 Kiaa1268"
"801","GO:0002376","immune system process",1225,51,27.53,0.00069,"Ahyacinthus16330-RA","Biological Processes","Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (B aggressive lymphoma protein 2) (Poly [ADP-ribose] polymerase 14) (PARP-14)","PARP14 BAL2 KIAA1268"
